contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
contig_17464|provirus_20105_45164	25060	NA	82297.89577930844	30.450353271730496	low	27.441312952095	881	CheckV-000450	23.4	7.6	24.728911906129976	75.69000241933044	3	1.0
contig_17745|provirus_12044_76946	64903	NA	93785.0199133099	69.20401580123674	low	33.4305729197674	750	CheckV-044537	27.9	2.14	NA	NA	0	1.01
contig_18004|provirus_3_38387	38385	NA	37950.0	100.0	low	35.9439843853632	1	CheckV-052005	37.9	3.51	NA	NA	0	1.06
contig_18916|provirus_11465_49370	37906	NA	350004.2218760979	10.830155075506143	low	11.5877136788159	3	CheckV-001225	27.2	17.01	NA	NA	0	1.11
contig_19060|provirus_1_11014	11014	NA	33550.5243914368	32.82810090089423	high	4.73066107956112	5	CheckV-012241	59.8	28.9	10.72	36.7	1	1.05
contig_19645|provirus_194_31097	30904	NA	48605.69232062722	63.58103037838019	low	31.6107195198548	60	CheckV-038464	23.4	6.89	45.38028763554533	80.44428867643884	4	1.01
contig_19880|provirus_47889_92004	44116	NA	56996.99999999999	77.4005649420145	low	34.9257320695997	1	CheckV-005665	34.5	5.19	NA	NA	0	1.07
contig_19981|provirus_3_15480	15478	NA	41973.30389847742	36.87582001511552	low	17.1488075584792	10	CheckV-012241	63.6	10.75	14.626399491094148	52.63494910941476	2	1.0
contig_20302|provirus_7586_53371	45786	35429	48568.89947262034	72.94585709106366	low	33.4305729197674	105	CheckV-002820	31.8	3.5	34.75539364370197	94.37704577195517	5	1.0
contig_20476|provirus_2_26434	26433	NA	43618.87502409738	60.59991227512632	low	26.8672114679771	9	CheckV-022739	40.2	3.22	NA	NA	0	1.02
contig_21260|provirus_92949_135650	42702	NA	131968.742083688	32.35766237198845	low	27.972664243474	111	CheckV-041977	70.6	9.89	20.14755002997608	39.05573271924142	8	1.0
contig_21543|provirus_1_8872	8872	NA	38848.915945263616	22.837188076239375	low	11.9600418915653	234	CheckV-057468	40.0	27.5	15.21	27.189999999999998	1	1.0
contig_21794|provirus_4961_14101	9141	7561	42939.58670854531	17.608460117049294	low	11.1417515456122	13	CheckV-012241	59.4	16.95	7.143791348600509	25.708155216284986	2	1.0
contig_21816|provirus_31095_199476	168382	NA	82443.68942716358	100.0	low	32.8837114381832	2481	CheckV-054410	24.3	1.12	87.73675	99.99999999999999	2	1.16
contig_21889|provirus_2_29260	29259	NA	57730.08330883794	50.682414302909415	low	27.441312952095	2	CheckV-019275	26.4	9.46	26.03	80.8	1	1.19
contig_22161|provirus_3_13057	13055	NA	44391.831279863225	29.408563746100594	low	17.48999801379	532	CheckV-012241	53.9	12.48	13.798726899666802	49.22391485906904	4	1.0
contig_22308|provirus_61988_75337	13350	NA	79637.45673161313	16.763468533394967	low	29.1891156069426	2	CheckV-008395	28.6	8.96	NA	NA	0	1.01
contig_23912|provirus_16517_82914	66398	NA	27661.000000000004	100.0	low	34.9257320695997	1	CheckV-019952	36.0	7.25	74.60011157601116	100.00000000000001	2	1.01
contig_23941|provirus_46968_85585	38618	NA	63447.28585670694	60.866275804479876	low	34.5701557787554	936	CheckV-028519	43.9	3.17	NA	NA	0	1.01
contig_26011|provirus_52086_106175	54090	45498	73288.34020856628	62.08081649894151	low	33.4305729197674	119	CheckV-016041	29.6	5.37	39.100884107371954	100.0	6	1.01
contig_26513|provirus_84_9871	9788	7110	45813.17880790545	15.519551764378134	low	11.1417515456122	8	CheckV-012241	61.9	17.23	6.515000658524238	27.92346566232464	3	1.01
contig_26993|provirus_762_7651	6890	NA	41187.3180669968	16.728450220508346	low	11.8740654837217	10	CheckV-012241	60.1	21.74	5.993704752452501	23.150108283074413	3	1.0
contig_27748|provirus_16054_79294	63241	NA	76494.39056237931	82.67403601108307	low	33.4305729197674	55	CheckV-000612	31.7	4.6	82.28653746770027	100.00000000000001	2	1.18
contig_28750|provirus_198_38207	38010	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.11
contig_30631|provirus_232238_253305	21068	NA	84816.30983651981	24.839562155684163	low	24.0809313623841	4	CheckV-061602	30.8	8.34	36.07	48.68	1	1.18
contig_34418|provirus_174399_188691	14293	NA	47896.06512507403	29.841699861305482	low	26.9204150716114	651	CheckV-061935	40.6	11.76	21.38	46.88	1	1.01
contig_35098|provirus_41730_57182	15453	NA	45303.42765253654	34.11000182705775	low	16.7308326916731	118	CheckV-036082	27.9	12.89	17.07962698683986	62.180519142027	3	1.0
contig_3594|provirus_69175_149574	80400	NA	133294.0876214505	60.31775409899091	low	33.4305729197674	683	CheckV-059122	30.9	5.03	34.608195525933745	100.0	3	1.0
contig_37503|provirus_436_24703	24268	NA	183982.95231295374	13.190352527184311	low	10.232210936042	5	CheckV-001225	24.3	25.99	NA	NA	0	1.22
contig_380|provirus_15053_57982	42930	NA	502027.00000000006	8.55133289643784	low	11.4271404278529	2	CheckV-001225	26.9	21.29	NA	NA	0	1.18
contig_38240|provirus_3_37053	37051	NA	67698.02632575094	54.72980825425713	low	33.4305729197674	174	CheckV-015415	31.9	4.47	37.58019209039548	91.5495593220339	2	1.01
contig_39237|provirus_56105_101557	45453	NA	75913.51099514414	59.87471716715544	low	34.9257320695997	71	CheckV-000612	33.3	5.84	68.0	100.0	1	1.04
contig_3924|provirus_405954_438098	32145	25139	36932.61734497143	68.06720402506974	low	27.441312952095	4	CheckV-046459	27.2	7.87	52.584682152372615	72.24951427620096	5	1.02
contig_39870|provirus_640_56336	55697	NA	99007.760744335	56.255186039228604	low	34.9257320695997	29	CheckV-004142	36.9	2.94	NA	NA	0	1.01
contig_40172|provirus_29898_62650	32753	NA	129237.6873197132	25.3432266386618	low	26.8672114679771	84	CheckV-009183	39.8	3.28	16.873274179236912	81.187586512866	2	1.01
contig_4280|provirus_64255_102507	38253	NA	92030.15001144791	41.56572600961923	low	35.9439843853632	80	CheckV-004809	38.9	4.42	NA	NA	0	1.01
contig_4796|provirus_802858_852294	49437	NA	37369.207288552614	100.0	low	22.9413956459254	18	CheckV-060345	44.0	7.91	96.13353301372666	100.0	22	1.06
contig_4880|provirus_18164_58237	40074	NA	48860.10918534744	82.01782736092966	low	32.0045732680983	46	CheckV-000549	53.8	2.22	NA	NA	0	1.0
contig_5073|provirus_4709_23596	18888	NA	41172.66133245493	45.875101071281165	low	18.5642512859947	378	CheckV-057438	39.8	12.12	32.39	57.89	1	1.01
contig_5074|provirus_509_9803	9295	NA	38791.33937756613	23.961534066997178	low	10.1448366309843	101	CheckV-057468	39.4	32.8	NA	NA	0	1.0
contig_5075|provirus_46570_53898	7329	NA	38777.71490177848	18.900030645343328	low	13.9757982883961	224	CheckV-057438	39.8	30.03	12.570000000000002	22.46	1	1.0
contig_5957|provirus_86364_132033	45670	NA	58025.5238952469	78.70674305749958	low	34.9257320695997	148	CheckV-002820	33.2	3.66	40.22391383577326	98.8395718958121	7	1.0
contig_72|provirus_1_323277	323277	NA	51453.00438832743	100.0	low	34.0128276133136	63	CheckV-040093	48.5	0.58	NA	NA	0	1.21
contig_7490|provirus_32_22331	22300	NA	166904.9437730574	13.360898422710337	low	24.0809313623841	118	CheckV-032621	30.9	11.4	NA	NA	0	1.0
contig_8251|provirus_36494_93312	56819	NA	61353.15243918567	92.60974822169081	low	33.4305729197674	55	CheckV-059226	32.0	4.98	56.49795462949295	100.0	4	1.01
contig_8428|provirus_1799960_1821727	21768	NA	50118.421264316756	43.43313187220913	low	14.1695212703127	236	CheckV-008342	56.3	7.74	28.39672269473822	76.89411926865667	6	1.02
contig_8455|provirus_21383_34043	12661	NA	45589.9866382409	27.77144924490929	low	10.2824914415191	363	CheckV-029120	49.1	18.31	22.20679708370995	36.113062480113115	4	1.01
contig_88|provirus_472793_499038	26246	NA	132838.72000365396	19.75779351026422	low	23.4841469330158	62	CheckV-027300	52.1	4.45	NA	NA	0	1.07
contig_9291|provirus_312_10440	10129	NA	52350.22472172067	19.348532033707524	medium	7.72496529642426	12	CheckV-012241	58.9	20.54	9.572964376590331	34.44335877862596	2	1.01
contig_9742|provirus_16098_35198	19101	NA	41199.76606834764	46.36191372619137	low	18.5642512859947	379	CheckV-057438	39.8	11.81	32.76	58.55	1	1.0
