### Top 5 hits for each virus with each method used
### Score 1 / Score 2 columns correpond respectively to:
### For blast hits => Total number of matches in hsps / Average percentage of identity across the full alignment
### For crispr hits => Number of mismatches / Length of CRISPR spacer
### For WIsH => Log-likelihood / P-value
### For VirHostMatcher => s2 similarity/ NA
### For PHP => PHP score/ NA
### For RaFAH => Confidence score / estimated FDR
### For iPHoP-RF => Confidence score / estimated FDR
Virus,Method,Host,Host taxonomy,Metric 1,Score 1,Metric 2,Score 2,Rank,Host representative
contig_31553,wish,GCA_001994995.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Epulopiscium_C;s__Epulopiscium_C sp001994995,Log-likelihood,-1.345,p-value,0.0699729563851133,4,GB_GCA_001994995.1
contig_31553,wish,GCA_947492955.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga sp947492955,Log-likelihood,-1.345,p-value,0.0701920087639206,5,GB_GCA_947492955.1
contig_31650,crispr,3300025503_4,d__Bacteria;p__Chloroflexota;c__FW602-bin22;o__FW602-bin22;f__CADDYW01;g__;s__,N_mismatches,4.000,Spacer_length,36.0,1,3300005861_10
contig_31650,crispr,MGYG000011333,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus,N_mismatches,4.000,Spacer_length,34.0,1,RS_GCF_030296915.1
contig_31650,crispr,MGYG000047062,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis,N_mismatches,4.000,Spacer_length,34.0,1,RS_GCF_020687505.1
contig_31650,crispr,MGYG000092966,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis,N_mismatches,4.000,Spacer_length,34.0,1,RS_GCF_001406815.1
contig_31650,crispr,MGYG000328557,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895,N_mismatches,4.000,Spacer_length,30.0,1,GB_GCA_009774895.1
contig_31650,iPHoP-RF,GB_GCA_900316815.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp900316815,Confidence_score,0.686,FDR,0.448,1,GB_GCA_900316815.1
contig_31650,iPHoP-RF,GB_GCA_036170295.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Villigracilis;s__Villigracilis sp036170295,Confidence_score,0.588,FDR,0.571,2,GB_GCA_036170295.1
contig_31650,iPHoP-RF,GB_GCA_963643375.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp963643375,Confidence_score,0.572,FDR,0.589,3,GB_GCA_963643375.1
contig_31650,iPHoP-RF,GB_GCA_963618265.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp963618265,Confidence_score,0.566,FDR,0.596,4,GB_GCA_963618265.1
contig_31650,iPHoP-RF,GB_GCA_963600285.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp963600285,Confidence_score,0.554,FDR,0.61,5,GB_GCA_963600285.1
contig_31650,php,GCA_028818695.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__GCA-2687025;f__GCA-2687025;g__JAPPNK01;s__JAPPNK01 sp028818695,Score,1438.922,NA,NA,1,GB_GCA_028818695.1
contig_31650,php,GCA_963665845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__GCA-2687025;f__GCA-2687025;g__JAPPNK01;s__JAPPNK01 sp963665845,Score,1436.806,NA,NA,2,GB_GCA_963665845.1
contig_31650,php,GCA_002050275.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp002050275,Score,1415.063,NA,NA,3,GB_GCA_002050275.1
contig_31650,php,GCA_022181005.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp022181005,Score,1413.745,NA,NA,4,GB_GCA_022181005.1
contig_31650,php,GCA_015075275.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp015075275,Score,1413.157,NA,NA,5,GB_GCA_015075275.1
contig_31650,rafah,Gemmobacter,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter,Confidence_score,0.071,FDR,0.94,1,NA
contig_31650,rafah,Escherichia,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,Confidence_score,0.049,FDR,0.962,2,NA
contig_31650,rafah,Thermodesulfobacterium,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium,Confidence_score,0.048,FDR,0.963,3,NA
contig_31650,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,Confidence_score,0.035,FDR,0.975,4,NA
contig_31650,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina,Confidence_score,0.035,FDR,0.975,4,NA
contig_31650,vhm,GCA_028818695.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__GCA-2687025;f__GCA-2687025;g__JAPPNK01;s__JAPPNK01 sp028818695,S2star_similarity,0.677,NA,NA,1,GB_GCA_028818695.1
contig_31650,vhm,GCA_963665845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__GCA-2687025;f__GCA-2687025;g__JAPPNK01;s__JAPPNK01 sp963665845,S2star_similarity,0.655,NA,NA,2,GB_GCA_963665845.1
contig_31650,vhm,GCA_938005745.1,d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__CAJBBX01;g__CALLMM01;s__CALLMM01 sp938005745,S2star_similarity,0.488,NA,NA,3,GB_GCA_938005745.1
contig_31650,vhm,3300059600_140,d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__CAJBBX01;g__CALLMM01;s__,S2star_similarity,0.485,NA,NA,4,3300059600_140
contig_31650,vhm,GCA_027625215.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__GCA-2687025;f__GCA-2687025;g__JAQBWJ01;s__JAQBWJ01 sp027625215,S2star_similarity,0.480,NA,NA,5,GB_GCA_027625215.1
contig_31650,wish,GCA_028818695.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__GCA-2687025;f__GCA-2687025;g__JAPPNK01;s__JAPPNK01 sp028818695,Log-likelihood,-1.325,p-value,0.0001020484573193,1,GB_GCA_028818695.1
contig_31650,wish,GCA_963665845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__GCA-2687025;f__GCA-2687025;g__JAPPNK01;s__JAPPNK01 sp963665845,Log-likelihood,-1.329,p-value,7.609017176278302e-05,2,GB_GCA_963665845.1
contig_31650,wish,GCA_035714085.1,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JAJVID01;s__JAJVID01 sp035714085,Log-likelihood,-1.341,p-value,0.0316568632525567,3,GB_GCA_035714085.1
contig_31650,wish,GCA_035275345.1,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JAJVID01;s__JAJVID01 sp035275345,Log-likelihood,-1.342,p-value,0.0293034023882902,4,GB_GCA_035275345.1
contig_31650,wish,3300048912_73,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JAJVID01;s__,Log-likelihood,-1.342,p-value,0.0245915904131046,5,3300048912_73
contig_31659,crispr,GCF_041028215.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces flavofungini_B,N_mismatches,0.000,Spacer_length,26.0,1,RS_GCF_041028215.1
contig_31659,crispr,GCA_016712885.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__Flexicrinis;s__Flexicrinis proximus,N_mismatches,1.000,Spacer_length,28.0,2,GB_GCA_016712885.1
contig_31659,crispr,GCA_016699995.1,d__Bacteria;p__Patescibacteriota;c__Doudnabacteria;o__UBA920;f__UBA920;g__UBA920;s__UBA920 sp016699995,N_mismatches,2.000,Spacer_length,29.0,3,GB_GCA_016699995.1
contig_31659,crispr,GCA_016715865.1,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JADJXM01;s__JADJXM01 sp016715865,N_mismatches,2.000,Spacer_length,26.0,3,GB_GCA_016715865.1
contig_31659,crispr,GCA_963665235.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__G963665235;s__G963665235 sp963665235,N_mismatches,3.000,Spacer_length,40.0,4,GB_GCA_963665235.1
contig_31659,crispr,GCA_016717225.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp016717225,N_mismatches,3.000,Spacer_length,27.0,4,GB_GCA_016717225.1
contig_31659,iPHoP-RF,GB_GCA_009845545.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009845545,Confidence_score,0.934,FDR,0.137,1,GB_GCA_009845545.1
contig_31659,iPHoP-RF,GB_GCA_009835515.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009835515,Confidence_score,0.918,FDR,0.161,2,GB_GCA_009835515.1
contig_31659,iPHoP-RF,GB_GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,Confidence_score,0.908,FDR,0.175,3,GB_GCA_009843785.1
contig_31659,iPHoP-RF,GB_GCA_003635255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635255,Confidence_score,0.900,FDR,0.186,4,GB_GCA_003635255.1
contig_31659,iPHoP-RF,GB_GCA_022821495.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821495,Confidence_score,0.900,FDR,0.186,4,GB_GCA_022821495.1
contig_31659,php,GCA_963668035.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963668035,Score,1431.552,NA,NA,1,GB_GCA_963668035.1
contig_31659,php,GCA_007571355.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp007571355,Score,1430.436,NA,NA,2,GB_GCA_007571355.1
contig_31659,php,GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,Score,1430.361,NA,NA,3,GB_GCA_951828385.1
contig_31659,php,GCA_022821495.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821495,Score,1430.222,NA,NA,4,GB_GCA_022821495.1
contig_31659,php,GCA_022821725.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821725,Score,1430.208,NA,NA,5,GB_GCA_022821725.1
contig_31659,rafah,Frankia,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Frankiaceae;g__Frankia,Confidence_score,0.226,FDR,0.731,1,NA
contig_31659,rafah,Frankia,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Frankiaceae;g__Protofrankia,Confidence_score,0.226,FDR,0.731,1,NA
contig_31659,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.073,FDR,0.938,2,NA
contig_31659,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.073,FDR,0.938,2,NA
contig_31659,rafah,Oscillibacter,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter,Confidence_score,0.043,FDR,0.968,3,NA
contig_31659,vhm,GCA_963668035.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp963668035,S2star_similarity,0.462,NA,NA,1,GB_GCA_963668035.1
contig_31659,vhm,GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,S2star_similarity,0.454,NA,NA,2,GB_GCA_009843785.1
contig_31659,vhm,GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,S2star_similarity,0.454,NA,NA,2,GB_GCA_951828385.1
contig_31659,vhm,GCA_022821725.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821725,S2star_similarity,0.452,NA,NA,3,GB_GCA_022821725.1
contig_31659,vhm,GCA_009839745.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009839745,S2star_similarity,0.452,NA,NA,4,GB_GCA_009839745.1
contig_31659,wish,GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,Log-likelihood,-1.359,p-value,0.0009574078512463,1,GB_GCA_009843785.1
contig_31659,wish,GCA_000406005.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp000406005,Log-likelihood,-1.359,p-value,0.0003906070236044,2,GB_GCA_000406005.1
contig_31659,wish,GCA_022823085.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022823085,Log-likelihood,-1.362,p-value,0.000441675290973,3,GB_GCA_022823085.1
contig_31659,wish,GCA_022819945.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022819945,Log-likelihood,-1.362,p-value,0.0028367434080006,4,GB_GCA_022819945.1
contig_31659,wish,GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,Log-likelihood,-1.363,p-value,0.0025247288428285,5,GB_GCA_951828385.1
contig_31718,blast,GCA_963666175.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp963666175,Match_length,884.000,Id_pcent,82.92,1,GB_GCA_963666175.1
contig_31718,blast,GCA_022822085.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022822085,Match_length,520.000,Id_pcent,92.12,2,GB_GCA_022822085.1
contig_31718,blast,GCA_963666175.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp963666175,Match_length,520.000,Id_pcent,84.42,3,GB_GCA_963666175.1
contig_31718,blast,GCA_963666175.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp963666175,Match_length,520.000,Id_pcent,84.04,4,GB_GCA_963666175.1
contig_31718,crispr,GCA_026419835.1,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DRZP01;s__DRZP01 sp026419835,N_mismatches,3.000,Spacer_length,33.0,1,GB_GCA_026419835.1
contig_31718,crispr,MGYG000216998,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus massiliensis,N_mismatches,4.000,Spacer_length,34.0,2,RS_GCF_900128485.1
contig_31718,crispr,GCA_963559285.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_E;s__Enterococcus_E cecorum_C,N_mismatches,4.000,Spacer_length,35.0,2,GB_GCA_963559285.1
contig_31718,iPHoP-RF,GB_GCA_000406005.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp000406005,Confidence_score,0.886,FDR,0.205,1,GB_GCA_000406005.1
contig_31718,iPHoP-RF,GB_GCA_009842375.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp009842375,Confidence_score,0.792,FDR,0.311,2,GB_GCA_009842375.1
contig_31718,iPHoP-RF,GB_GCA_022821065.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821065,Confidence_score,0.778,FDR,0.327,3,GB_GCA_022821065.1
contig_31718,iPHoP-RF,GB_GCA_026710795.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp026710795,Confidence_score,0.776,FDR,0.33,4,GB_GCA_026710795.1
contig_31718,iPHoP-RF,GB_GCA_022824265.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022824265,Confidence_score,0.752,FDR,0.36,5,GB_GCA_022824265.1
contig_31718,iPHoP-RF,GB_GCA_022825665.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022825665,Confidence_score,0.752,FDR,0.36,5,GB_GCA_022825665.1
contig_31718,php,GCA_009839975.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp009839975,Score,1451.186,NA,NA,1,GB_GCA_009839975.1
contig_31718,php,GCA_963666175.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp963666175,Score,1451.015,NA,NA,2,GB_GCA_963666175.1
contig_31718,php,GCA_022824835.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022824835,Score,1450.703,NA,NA,3,GB_GCA_022824835.1
contig_31718,php,GCA_022822085.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022822085,Score,1450.653,NA,NA,4,GB_GCA_022822085.1
contig_31718,php,GCA_012267415.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp012267415,Score,1450.567,NA,NA,5,GB_GCA_012267415.1
contig_31718,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,Confidence_score,0.133,FDR,0.873,1,NA
contig_31718,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina,Confidence_score,0.133,FDR,0.873,1,NA
contig_31718,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.047,FDR,0.964,2,NA
contig_31718,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.047,FDR,0.964,2,NA
contig_31718,rafah,Thermus,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus,Confidence_score,0.037,FDR,0.974,3,NA
contig_31718,vhm,GCA_028824125.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp028824125,S2star_similarity,0.586,NA,NA,1,GB_GCA_028824125.1
contig_31718,vhm,GCA_022825825.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022825825,S2star_similarity,0.585,NA,NA,2,GB_GCA_022825825.1
contig_31718,vhm,GCA_003635185.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp003635185,S2star_similarity,0.585,NA,NA,3,GB_GCA_003635185.1
contig_31718,vhm,GCA_028820635.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp028820635,S2star_similarity,0.582,NA,NA,4,GB_GCA_028820635.1
contig_31718,vhm,GCA_028824685.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp028824685,S2star_similarity,0.577,NA,NA,5,GB_GCA_028824685.1
contig_31718,wish,GCA_028820635.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp028820635,Log-likelihood,-1.375,p-value,0.1832001382013026,1,GB_GCA_028820635.1
contig_31718,wish,GCA_028821605.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028821605,Log-likelihood,-1.376,p-value,0.0427224678165384,2,GB_GCA_028821605.1
contig_31718,wish,GCA_958295815.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp958295815,Log-likelihood,-1.376,p-value,0.0582675183166343,3,GB_GCA_958295815.1
contig_31718,wish,GCA_028824125.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp028824125,Log-likelihood,-1.377,p-value,0.171936592936729,4,GB_GCA_028824125.1
contig_31718,wish,GCA_022824835.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022824835,Log-likelihood,-1.377,p-value,0.1807598566636661,5,GB_GCA_022824835.1
contig_31738,crispr,GCA_947174385.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp947174385,N_mismatches,2.000,Spacer_length,26.0,1,GB_GCA_947174385.1
contig_31738,crispr,GCA_030440445.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Vreelandella;s__Vreelandella sp030440445,N_mismatches,3.000,Spacer_length,25.0,2,GB_GCA_030440445.1
contig_31738,crispr,GCF_009674685.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pelobium;s__Pelobium puniceum,N_mismatches,3.000,Spacer_length,25.0,2,RS_GCF_009674685.1
contig_31738,crispr,MGYG000182882,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945,N_mismatches,4.000,Spacer_length,26.0,3,GB_GCA_025757845.1
contig_31738,crispr,GCA_016744185.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Pseudemcibacter;s__Pseudemcibacter sp016744185,N_mismatches,4.000,Spacer_length,26.0,3,GB_GCA_016744185.1
contig_31738,crispr,MGYG000043329,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,N_mismatches,4.000,Spacer_length,35.0,3,RS_GCF_010669225.1
contig_31738,crispr,MGYG000015397,d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister hominis,N_mismatches,4.000,Spacer_length,32.0,3,RS_GCF_007164725.1
contig_31738,crispr,GCA_040880345.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Planktosalinus;s__Planktosalinus sp040880345,N_mismatches,4.000,Spacer_length,29.0,3,GB_GCA_040880345.1
contig_31738,iPHoP-RF,GB_GCA_025936955.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAICSL01;s__JAICSL01 sp025936955,Confidence_score,0.614,FDR,0.54,1,GB_GCA_025936955.1
contig_31738,iPHoP-RF,GB_GCA_038200885.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp038200885,Confidence_score,0.580,FDR,0.58,2,GB_GCA_038200885.1
contig_31738,iPHoP-RF,3300061216_8,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__,Confidence_score,0.564,FDR,0.598,3,3300061216_8
contig_31738,iPHoP-RF,GB_GCA_030038695.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosopolaris;s__Nitrosopolaris sp030038695,Confidence_score,0.564,FDR,0.598,3,GB_GCA_030038695.1
contig_31738,iPHoP-RF,RS_GCF_000802205.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus oleophilus,Confidence_score,0.564,FDR,0.598,3,RS_GCF_000802205.1
contig_31738,php,GCA_003266075.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera sp003266075,Score,1396.903,NA,NA,1,GB_GCA_003266075.1
contig_31738,php,GCA_000825765.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia minasensis,Score,1396.404,NA,NA,2,GB_GCA_000825765.1
contig_31738,php,GCF_033963835.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__SM2101;g__SM2101;s__SM2101 sp033963835,Score,1396.107,NA,NA,3,RS_GCF_033963835.1
